Monthly Rent,Location,Bedrooms,Bathrooms,Receptions,Description,Nearest Station,Distance (miles),Long Description,Available,Link
1170.0,"Oakley Street, Chelsea SW3",,1.0,,Studio ,South Kensington,0.6 ,Fully Furnished Large Double Bedsit in Chelsea - Near Kings Road Students Welcome for Academic Year 2020/2021 with tailored 6-9-12 months contract,Available immediately,https://www.zoopla.co.uk/to-rent/details/56049029
1040.0,"Oakley Street, Chelsea SW3",,1.0,,Studio ,South Kensington,0.6 ,Fully Furnished Good Size Single Bedsit - Chelsea Near Kings Road Students Welcome for Academic Year 2020/2021 with tailored 6-9-12 months contract,Available from 16th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56049006
4312.0,"Bruton Place, London W1J",2.0,2.0,1.0,2 bed flat ,Bond Street,0.3 ,This interior designed two bedroom apartment is situated on the first floor of this newly redeveloped building on a quiet Mayfair mews off Berkeley Square moments from Bond Street and Mount Street. Bruton Place is within close proximity to New Bond ...,,https://www.zoopla.co.uk/to-rent/details/56049012
1500.0,"Artesian House, 96 Alscot Road, Bermondsey, London SE1",1.0,,,1 bed flat ,Bermondsey,0.5 ,Available from 28th October a very well presented first floor apartment overlooking Spa Gardens with views to the Shard. Located within walking distance to the Jubilee line at Bermondsey and fashionable Bermondsey Street and local weekend markets. ...,Available from 28th Oct 2020,https://www.zoopla.co.uk/to-rent/details/50502065
1975.0,"Leathermarket Court, London Bridge SE1",2.0,,,2 bed flat ,London Bridge,0.4 ,"Rent £461.54 per week/£2000 per month - Excluding bills. Available from 26th October this first floor well presented flat, with two bedrooms in this popular and well located gated development on Leathermarket Street with allocated parking space and ...",Available from 28th Oct 2020,https://www.zoopla.co.uk/to-rent/details/29805963
1300.0,"Burnham Close, Off Cadet Drive, Bermondsey, London SE1",1.0,,,1 bed terraced house ,Bermondsey,0.7 ,Available from 21st October a one bedroom house situated in a quiet cul-de-sac location just off Lynton Road in Bermondsey. Close to excellent bus routes and local amenities of the Old Kent Road. The property is entered via a private entrance with a ...,Available from 21st Oct 2020,https://www.zoopla.co.uk/to-rent/details/48917361
2500.0,"Trocette Mansions, Bermondsey Street, London SE1",2.0,,,2 bed flat ,Borough,0.6 ,Rent £576.92 per week / £2500 per month - Rent excludes bills Available to occupy from 27th October a very spacious (932sqft) two double bedroom two bathroom 2nd floor (top floor) apartment with secure parking located on Bermondsey fashionable Street. ...,Available from 27th Oct 2020,https://www.zoopla.co.uk/to-rent/details/52875489
2500.0,"Kirkland Walk, London E8",4.0,1.0,,4 bed terraced house ,Dalston Junction,0.2 ,A great opportunity to rent this four double bedroom house in the sought-after area of Dalston. Available Now,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048985
1400.0,"Penton Rise, Kings Cross WC1X",1.0,1.0,1.0,1 bed flat ,London Kings Cross,0.3 ,We are pleased to present a lovely 1 double bedroom apartment.,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048979
1820.0,"Oakley Street, Chelsea SW3",1.0,1.0,1.0,1 bed flat ,South Kensington,0.6 ,Fully Furnished Large One Bedroom Flat in Chelsea Students Welcome for Academic Year 2020/2021 with tailored 6-9-12 months contract,Available from 13th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56048928
2210.0,"Gerrard Street, London W1D",1.0,1.0,1.0,1 bed flat ,Leicester Square,0.1 ,"This recently refurbished one double bedroom apartment located in the heart of China Town, close to Leicester Square and Covent Garden underground tube stations and all that the West End has to offer.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048942
1950.0,"Shaftesbury Avenue, Soho W1D",1.0,1.0,1.0,1 bed flat ,Piccadilly Circus,0.1 ,"This is a superb recently renovated one bed apartment on Shaftesbury Avenue. With the West End on its doorstep, this exquisite property has been fully renovated throughout and offers a great deal of natural light, space and modern features that make ...",Available from  5th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56048943
1490.0,"Pleshey Road, Tufnell Park N7",2.0,1.0,1.0,2 bed flat ,Tufnell Park,0.3 ,Managed by Martyn Gerrard. A newly refurbished two bedroom period conversion situated within walking distance of Tufnell Park Underground Station.,Available from 22nd Oct 2020,https://www.zoopla.co.uk/to-rent/details/46565245
1820.0,"Oakley Street, Chelsea SW3",1.0,1.0,1.0,1 bed flat ,South Kensington,0.6 ,Fully Furnished Large One Bedroom Flat in Chelsea Students Welcome for Academic Year 2020/2021 with tailored 6-9-12 months contract,Available from 12th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56048740
4766.0,"Wansey Street, London SE17",7.0,3.0,,7 bed terraced house ,Elephant & Castle,0.2 ,"7 Bedroom HMO on the market, Situated in Wansey St SE17,3 Bathrooms, 3 toilets Summary & Exclusions: - Rent Amount: £4,766.00 per month (£1,099.85 per week) - Deposit / Bond: £4,766.00 - 7 Bedro... ** Property Reference: 881679 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048881
4590.0,"Shepherd Street, City Of Westminster, London W1J",2.0,2.0,,2 bed flat ,Green Park,0.2 ,"This stunning light-filled 2 bedroom, 2 bathroom 69m2 (739 sq ft) penthouse apartment atop of a 1930s well maintained building boasts 360 views over charming Shepherds Market and an absolute gem -... ** Property Reference: 880990 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048889
2730.0,"Leonard Street, London EC2A",2.0,2.0,,2 bed flat ,Old Street,0.1 ,"Behind this elegant red-brick facade, a meticulous conversion has given rise to a fabulous two-bedroom apartment. Perfectly placed to take full advantage of everything on offer in this prime locat... ** Property Reference: 880497 **",Available from 26th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56048887
2210.0,"Holloway Road, London N7",2.0,1.0,,2 bed flat ,Highbury & Islington,0.1 ,"We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location. Available to move in from 01 September 2020, this property benefits from garden access. Property is offered f... ** Property Reference: 806011 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048861
1200.0,"Kingsland Road, London E8",,1.0,,Studio ,Haggerston,0.2 ,"We are proud to offer this delightful 1 bedroom, 1 bathroom studio flat in a great location. Available to move in from 27 August 2020. Property is offered furnished. Viewing highly recommended.... ** Property Reference: 881589 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048873
2230.0,"De Beauvoir Road, London N1",3.0,2.0,,3 bed flat ,Haggerston,0.1 ,"Spacious bedroom flat available to rent! Perfect for students or professionals alike. Property details: 3 rooms in total, 1 bathroom plus 1 toilet, balcony and communal living area. Property co... ** Property Reference: 881417 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048857
1900.0,"Bondway, London SW8",2.0,2.0,,2 bed flat ,Vauxhall,0.1 ,Very stylish centrally located 2 bed/2 bath apartment on the doorstep of Vauxhall bus and mainline station and a short walk over Vauxhall Bridge to Pimlico. A sophisticated contemporary 2 bed /... ** Property Reference: 881439 **,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048859
2300.0,"Belsize Park Gardens, London NW3",2.0,2.0,,2 bed flat ,Belsize Park,0.3 ,Two double bedrooms Two bathrooms Fully equipped kitchen 5 min walk to Belsize Park and Swiss Cottage tube stations Best Street in Belsize Park South Facing Summary & Exclusions: - Rent Amo... ** Property Reference: 488933 **,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048833
2250.0,"C, London SE5",2.0,1.0,,2 bed terraced house ,Denmark Hill,0.5 ,"A well presented two double bedroom split level Victorian conversion flat with a private rear garden, stunning kitchen and four piece bathroom suite, close to Camberwell Green.- 13 foot reception... ** Property Reference: 881669 **",Available from 18th Oct 2020,https://www.zoopla.co.uk/to-rent/details/56048818
2725.0,"Shroton Street, London NW1",1.0,1.0,,1 bed flat ,London Marylebone,0.1 ,"A very large one bedroom apartment in an amazing area, just a 1 min walk to Marylebone Station and Edgware Road.The flat is fully furnished and everything is brand new. The apartment has just been... ** Property Reference: 849321 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048808
750.0,"Langdale Close, Kennington SE17",1.0,2.0,,Room ,Kennington,0.5 ,A spacious 5 bedroom house in a residential area with excellent travel links. This property benefits from 3 large and 2 small double bedrooms set over two floors with two bedrooms and a bathroom... ** Property Reference: 881347 **,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048789
950.0,"Warwick Crescent, London W2",1.0,1.0,,Room ,Warwick Avenue,0.2 ,"A chic, modern and incredibly light three-bedroom apartment maisonette overlooking the Regent's Canal in Little Venice, close to Paddington train station. This property was recently renovated and... ** Property Reference: 881491 **",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048771
3000.0,"Oxford Street, London W1C",2.0,1.0,,2 bed flat ,Bond Street,0.0 ,Available to move in now! Newly refurbished with concierge! Suited in an attractive building on famous oxford street! Notable features include superbe and newly designed living room with won... ** Property Reference: 879669 **,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048757
2145.0,"Gerrard Street, Soho W1D",1.0,1.0,1.0,1 bed flat ,Leicester Square,0.1 ,"Greater London Properties are pleased to present this recently refurbished one double bedroom apartment located in the heart of China Town, close to Leicester Square and Covent Garden underground tube stations and all that the West End has to offer.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048750
1517.0,"Old Compton St, Soho W1D",1.0,1.0,1.0,1 bed flat ,Piccadilly Circus,0.2 ,"Greater London Properties are pleased to present this great value one bedroom apartment to rent in Soho, close to Wardour Street and only a short walk from Piccadilly Circus underground station.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048748
4333.0,"Hans Crescent, Knightsbridge SW1X",2.0,2.0,2.0,2 bed flat ,Knightsbridge,0.2 ,Spacious and Luxurious 2 Bedrooms and 2 Bathrooms Flat in the Heart of Knightsbridge Available Now + High Capacity of Tenants + Holiday Let Welcome - Call now to arrange a viewing,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048702
2600.0,"Sidmouth Street, London WC1H",3.0,1.0,1.0,3 bed flat ,King's Cross St. Pancras,0.3 ,Carter Reeves are proud to present this amazing 3 bedrooms flat with a lounge located off Sidmouth street and available to move in September 2020. This property is perfect for students at lse or ucl Students. This property boasts 3 large rooms and a ...,Available from 15th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56048734
1733.0,"Curlew Street, London SE1",1.0,1.0,1.0,1 bed flat ,Tower Hill,0.5 ,"Spacious, bright & delightful apartment in absolutely prime Shad Thames location comprising separate living/reception room, separate fitted kitchen with dish washer, double bedroom with inbuilt wardrobe, three piece modern bathroom and storage. Fully ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048711
2275.0,"Floral Street, Covent Garden, London WC2E",1.0,1.0,1.0,1 bed flat ,Covent Garden,0.0 ,Zero deposit available. Long let. This fantastic 1 bedroom second floor flat offers stylish living space throughout and benefits from a superb location in the heart of Covent Garden. Floral Street is surrounded by an exhaustive selection of shops and ...,,https://www.zoopla.co.uk/to-rent/details/56048675
2384.0,"St George Wharf SW8, Vauxhall, London,",2.0,2.0,1.0,2 bed flat ,Vauxhall,0.1 ,"Long let. Featuring a private Balcony with superb easterly views across the River Thames, this fabulous 2 bedroom apartment provides elegant living space within a prestigious residential development. A great range of on-site amenities are available, ...",,https://www.zoopla.co.uk/to-rent/details/56048660
1777.0,"Davidson Gardens, Vauxhall, London SW8",2.0,1.0,1.0,2 bed flat ,Vauxhall,0.5 ,Long let. Set on the 1st floor with 2 balconies and a separate kitchen this spacious 2 bedroom apartment boasts recently redecorated interiors with wardrobes to both bedrooms and a family bathroom in a superb location. Davidson Gardens is ideally ...,,https://www.zoopla.co.uk/to-rent/details/56048664
2492.0,"Finchley Road, St John's Wood, London NW8",2.0,1.0,1.0,2 bed flat ,St. John's Wood,0.0 ,Zero deposit available. Long let. Enviably located in the heart of St John's Wood this fantastic 2 bedroom flat is set within an elegant mansion block with concierge services. The property is situated moments from a range of shops and amenities that ...,,https://www.zoopla.co.uk/to-rent/details/56048644
3142.0,"Bute Street, London SW7",3.0,1.0,1.0,3 bed property ,South Kensington,0.1 ,Beautifully presented three bedroom maisonette set on a quiet street in the heart of South Kensington,,https://www.zoopla.co.uk/to-rent/details/56048646
1799.0,"Queens Gate, South Kensington, London SW7",1.0,1.0,1.0,1 bed flat ,Gloucester Road,0.4 ,"Zero deposit available. Long let. Boasting a sought-after location, this lovely 1 bedroom flat benefits from neutral décor throughout and well proportioned interiors. This property enjoys an excellent location in the heart of Kensington, offering ...",,https://www.zoopla.co.uk/to-rent/details/56048640
2232.0,"Long Street, Shoreditch, London E2",1.0,,,1 bed flat ,Hoxton,0.2 ,"Zero deposit available. Long let. Situated within a wonderful modern building, this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and a delightful Winter Garden. The property is ideally ...",,https://www.zoopla.co.uk/to-rent/details/56048628
1712.0,"Sloane Avenue, Chelsea, London SW3",1.0,1.0,1.0,1 bed flat ,South Kensington,0.3 ,"Long let. Offering elegant interiors and a luxurious array of contemporary fixtures and fittings, this Matthew Winston designed apartment boasts an enviable location between King's Road and Fulham Road. Chelsea Cloisters is located along Sloane ...",,https://www.zoopla.co.uk/to-rent/details/56048636
2925.0,"Draycott Place, Chelsea, London SW3",,1.0,1.0,Studio ,Sloane Square,0.3 ,"Short let. Conveniently located just moments from the fashionable King's Road, this fantastic studio benefits from a bright and spacious studio room with a mezzanine-level sleeping area and a charming balcony. Draycott Place is a superb Chelsea ...",,https://www.zoopla.co.uk/to-rent/details/56048638
2059.0,"Draycott Place, Chelsea, London SW3",,1.0,1.0,Studio ,Sloane Square,0.3 ,"Zero deposit available. Long let. Conveniently located just moments from the fashionable King's Road, this fantastic studio benefits from a bright and spacious studio room with a mezzanine-level sleeping area and a charming balcony. Draycott Place is ...",,https://www.zoopla.co.uk/to-rent/details/56048639
1950.0,"Long Street, Shoreditch, London E2",1.0,,,1 bed flat ,Hoxton,0.2 ,"Zero deposit available. Long let. Situated within a wonderful modern building, this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and a delightful Winter Garden. The property is ideally ...",,https://www.zoopla.co.uk/to-rent/details/56048627
1734.0,"Three Colts Lane, Bethnal Green, London E2",1.0,,,1 bed flat ,Bethnal Green,0.2 ,"Long let. Set on the 1st floor, this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and a lovely double bedroom with fitted storage. The property is ideally located close to the range of ...",,https://www.zoopla.co.uk/to-rent/details/56048624
2275.0,"Long Street, Shoreditch, London E2",1.0,,,1 bed flat ,Hoxton,0.2 ,"Zero deposit available. Long let. Situated within a wonderful modern building, this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and a delightful Winter Garden. The property is ideally ...",,https://www.zoopla.co.uk/to-rent/details/56048632
1517.0,"York Way, Kings Cross N1",,1.0,1.0,Studio ,London Kings Cross,0.0 ,"A stunning, self-contained studio apartment in this modern development in Noah's Yard, seconds from King's Cross Station (Piccadilly, Circle, Metropolitan, Northern and Victoria Lines) and ideal for easy access to Europe via the Eurostar service.",Available from 23rd Oct 2020,https://www.zoopla.co.uk/to-rent/details/56048622
3250.0,"Strype Street, Spitalfields, London E1",1.0,1.0,1.0,1 bed flat ,Aldgate,0.2 ,"Short let. Set on the 3rd floor, this 1 bedroom flat boasts charming accommodation including a large semi open-plan reception room, a contemporary kitchen and a delightful private Terrace. The property is ideally located in the heart of Spitalfields, ...",,https://www.zoopla.co.uk/to-rent/details/56048626
1842.0,"Alderney Street, Pimlico, London SW1V",1.0,1.0,1.0,1 bed flat ,Pimlico,0.4 ,Zero deposit available. Long let. This lower ground floor 1 bed flat boasts large reception room leading onto patio garden. The property offers sleek kitchen and spacious double bedroom with ample storage throughout. Set in a prime location with easy ...,,https://www.zoopla.co.uk/to-rent/details/56048618
1450.0,"Charlwood Place, Pimlico, London SW1V",1.0,1.0,1.0,1 bed flat ,Pimlico,0.2 ,"A one bedroom first floor apartment conveniently located a short walk from both Pimlico, and Victoria Station. This property benefits from easy access to the busy Tachbrook Street market, local restaurants and shops.",Available from 19th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55830472
1798.0,"Steward Street, London E1",1.0,1.0,1.0,1 bed flat ,London Liverpool Street,0.2 ,"A much sought after high spec 547 sq ft (50.8 sq m) one bedroom modern first floor apartment enjoying a great central location only a few minutes walk to Liverpool Street station. Internally the property comprises - security entry, reception hall, ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048606
2557.0,"Merchant Square East, Paddington, London W2",1.0,1.0,,1 bed flat ,Edgware Road Bakerloo,0.1 ,"Zero deposit available. Long let. Set within a superb waterside development, this charming 1 bedroom flat offers good-sized rooms and crisp, contemporary interiors throughout. Merchant Square East is an exclusive area overlooking the Paddington Basin ...",,https://www.zoopla.co.uk/to-rent/details/56048595
2687.0,"Merchant Square, Paddington, London W2",1.0,1.0,,1 bed flat ,Edgware Road Bakerloo,0.1 ,"Zero deposit available. Long let. Set within a superb waterside development, this charming 1 bedroom flat offers good-sized rooms and crisp, contemporary interiors throughout. Merchant Square East is an exclusive area overlooking the Paddington Basin ...",,https://www.zoopla.co.uk/to-rent/details/56048598
4550.0,"Merchant Square East, Hyde Park Estate, London W2",3.0,2.0,1.0,3 bed flat ,Edgware Road Bakerloo,0.1 ,"Zero deposit available. Long let. Set within a superb waterside development, this charming 3 bedroom flat offers good-sized rooms and crisp, contemporary interiors throughout. Merchant Square East is an exclusive area overlooking the Paddington Basin ...",,https://www.zoopla.co.uk/to-rent/details/56048596
2059.0,"Draycott Place, Chelsea, London SW3",,1.0,1.0,Studio ,Sloane Square,0.3 ,"Zero deposit available. Long let. Conveniently located just moments from the fashionable King's Road, this fantastic studio benefits from a bright and spacious studio room with a mezzanine-level sleeping area and a charming balcony. Draycott Place is ...",,https://www.zoopla.co.uk/to-rent/details/56048639
1950.0,"Long Street, Shoreditch, London E2",1.0,,,1 bed flat ,Hoxton,0.2 ,"Zero deposit available. Long let. Situated within a wonderful modern building, this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and a delightful Winter Garden. The property is ideally ...",,https://www.zoopla.co.uk/to-rent/details/56048627
1734.0,"Three Colts Lane, Bethnal Green, London E2",1.0,,,1 bed flat ,Bethnal Green,0.2 ,"Long let. Set on the 1st floor, this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and a lovely double bedroom with fitted storage. The property is ideally located close to the range of ...",,https://www.zoopla.co.uk/to-rent/details/56048624
2275.0,"Long Street, Shoreditch, London E2",1.0,,,1 bed flat ,Hoxton,0.2 ,"Zero deposit available. Long let. Situated within a wonderful modern building, this 1 bedroom flat boasts stylish accommodation including a large open-plan reception room, a modern kitchen and a delightful Winter Garden. The property is ideally ...",,https://www.zoopla.co.uk/to-rent/details/56048632
1517.0,"York Way, Kings Cross N1",,1.0,1.0,Studio ,London Kings Cross,0.0 ,"A stunning, self-contained studio apartment in this modern development in Noah's Yard, seconds from King's Cross Station (Piccadilly, Circle, Metropolitan, Northern and Victoria Lines) and ideal for easy access to Europe via the Eurostar service.",Available from 23rd Oct 2020,https://www.zoopla.co.uk/to-rent/details/56048622
3250.0,"Strype Street, Spitalfields, London E1",1.0,1.0,1.0,1 bed flat ,Aldgate,0.2 ,"Short let. Set on the 3rd floor, this 1 bedroom flat boasts charming accommodation including a large semi open-plan reception room, a contemporary kitchen and a delightful private Terrace. The property is ideally located in the heart of Spitalfields, ...",,https://www.zoopla.co.uk/to-rent/details/56048626
1842.0,"Alderney Street, Pimlico, London SW1V",1.0,1.0,1.0,1 bed flat ,Pimlico,0.4 ,Zero deposit available. Long let. This lower ground floor 1 bed flat boasts large reception room leading onto patio garden. The property offers sleek kitchen and spacious double bedroom with ample storage throughout. Set in a prime location with easy ...,,https://www.zoopla.co.uk/to-rent/details/56048618
1450.0,"Charlwood Place, Pimlico, London SW1V",1.0,1.0,1.0,1 bed flat ,Pimlico,0.2 ,"A one bedroom first floor apartment conveniently located a short walk from both Pimlico, and Victoria Station. This property benefits from easy access to the busy Tachbrook Street market, local restaurants and shops.",Available from 19th Sep 2020,https://www.zoopla.co.uk/to-rent/details/55830472
1798.0,"Steward Street, London E1",1.0,1.0,1.0,1 bed flat ,London Liverpool Street,0.2 ,"A much sought after high spec 547 sq ft (50.8 sq m) one bedroom modern first floor apartment enjoying a great central location only a few minutes walk to Liverpool Street station. Internally the property comprises - security entry, reception hall, ...",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048606
2557.0,"Merchant Square East, Paddington, London W2",1.0,1.0,,1 bed flat ,Edgware Road Bakerloo,0.1 ,"Zero deposit available. Long let. Set within a superb waterside development, this charming 1 bedroom flat offers good-sized rooms and crisp, contemporary interiors throughout. Merchant Square East is an exclusive area overlooking the Paddington Basin ...",,https://www.zoopla.co.uk/to-rent/details/56048595
2687.0,"Merchant Square, Paddington, London W2",1.0,1.0,,1 bed flat ,Edgware Road Bakerloo,0.1 ,"Zero deposit available. Long let. Set within a superb waterside development, this charming 1 bedroom flat offers good-sized rooms and crisp, contemporary interiors throughout. Merchant Square East is an exclusive area overlooking the Paddington Basin ...",,https://www.zoopla.co.uk/to-rent/details/56048598
4550.0,"Merchant Square East, Hyde Park Estate, London W2",3.0,2.0,1.0,3 bed flat ,Edgware Road Bakerloo,0.1 ,"Zero deposit available. Long let. Set within a superb waterside development, this charming 3 bedroom flat offers good-sized rooms and crisp, contemporary interiors throughout. Merchant Square East is an exclusive area overlooking the Paddington Basin ...",,https://www.zoopla.co.uk/to-rent/details/56048596
2730.0,"Merchant Square, Paddington, London W2",1.0,1.0,,1 bed flat ,Edgware Road Bakerloo,0.1 ,"Zero deposit available. Long let. Set within a superb waterside development, this charming 1 bedroom flat offers good-sized rooms and crisp, contemporary interiors throughout. Merchant Square East is an exclusive area overlooking the Paddington Basin ...",,https://www.zoopla.co.uk/to-rent/details/56048597
1517.0,"Paulet Road, London SE5",2.0,,,2 bed flat ,Loughborough Junction,0.3 ,"Davis & Gibbs are delighted to offer this modern two double bedroom flat in Camberwell. The apartment is part of a pub conversion in an imposing period property and is finished to a high standard throughout. The flat consists of two double bedrooms, ...",Available from 26th Sep 2020,https://www.zoopla.co.uk/to-rent/details/12574927
1517.0,"Westminster Bridge Road, London SE1",1.0,,,1 bed flat ,Lambeth North,0.2 ,"Stunning new build apartment offered fully furnished and available immediately. The property is located on Westminster Bridge Road just a short stroll from Waterloo, Elephant and Castle, Southwark Tube and Lambeth North Tube Stations. The open plan ...",Available from 11th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56048590
1547.0,"Belvedere Road, Waterloo, London SE1",1.0,1.0,2.0,1 bed flat ,Waterloo,0.2 ,Long let. Set within an exclusive development on the South Bank boasting concierge and underground parking this stylish 1 bedroom flat offers fantastic living space and a superb mezzanine area. Belvedere Road is home to a selection of famous cultural ...,,https://www.zoopla.co.uk/to-rent/details/56048584
1474.0,"Highbury Stadium Square, Highbury, London N5",1.0,1.0,1.0,1 bed flat ,Arsenal,0.2 ,Zero deposit available. Long let. A delightful 1 bedroom flat situated in a prestigious modern development sat on the impressive grounds of Arsenal's Highbury Stadium and benefiting from a balcony and modern interiors throughout. Located moments from ...,,https://www.zoopla.co.uk/to-rent/details/56048576
3142.0,"Islington Green, Angel, London N1",2.0,2.0,1.0,2 bed flat ,Angel,0.3 ,"Long let. Boasting an enviable location just off Islington Green, this stylish two bedroom flat with generous balcony offers stylish living space with contemporary fixtures throughout. Rose Court is situated in the heart of Islington and the property ...",,https://www.zoopla.co.uk/to-rent/details/56048571
2362.0,"Thornhill Crescent, Barnsbury, London N1",2.0,2.0,1.0,2 bed flat ,Caledonian Road & Barnsbury,0.1 ,"Long let. Overlooking the local church within a pretty residential crescent in the Barnsbury Conservation Area, this stunning two bedroom duplex apartment boasts a fantastic full refurbishment throughout with a stylish décor. Thornhill Crescent is ...",,https://www.zoopla.co.uk/to-rent/details/56048570
1582.0,"Thornhill Road, Islington, London N1",1.0,1.0,1.0,1 bed flat ,Caledonian Road & Barnsbury,0.3 ,"Long let. This impressive one bedroom first floor flat offers sleek and stylish living and entertaining space throughout and a delightful location in the heart of Barnsbury. Beautifully located in the heart of Barnsbury, the property is within easy ...",,https://www.zoopla.co.uk/to-rent/details/56048575
8667.0,"Central Tower, 300 Vauxhall Bridge Road, Westminster, London SW1V",2.0,2.0,1.0,2 bed flat ,Victoria,0.1 ,"Exceptional 2 bedroom, 2 bathroom penthouse apartment with incredible private roof terrace and beautiful views. Exquisite quality throughout, ample space and immaculately presented.",,https://www.zoopla.co.uk/to-rent/details/56048531
2349.0,"Dingley Road, Old Street, London EC1V",1.0,1.0,1.0,1 bed flat ,Old Street,0.3 ,"Zero deposit available. Long let. Stylish one bedroom apartment which combines bright interiors with generous living space throughout, set within a recently converted public house. Dingley Road benefits from an excellent location moments from a wide ...",,https://www.zoopla.co.uk/to-rent/details/56048522
1842.0,"Crane Court, City, London EC4A",,1.0,,Studio ,City Thameslink,0.2 ,Zero deposit available. Long let. A fabulous fourth floor studio apartment situated within a stunning period mansion block moments away from Fleet Street and offering stylish interiors. Crane Court is ideally located moments away from the fantastic ...,,https://www.zoopla.co.uk/to-rent/details/56048520
2709.0,"Dingley Road, Old Street, London EC1V",2.0,1.0,1.0,2 bed flat ,Old Street,0.3 ,Zero deposit available. Long let. Elegantly arranged over two floors of an attractive recently converted public house this superb two bedroom flat offers smart interiors throughout. Dingley Road benefits from an excellent location moments from a wide ...,,https://www.zoopla.co.uk/to-rent/details/56048523
4312.0,"Ormonde Terrace, St Johns Wood NW8",2.0,2.0,1.0,2 bed flat ,Chalk Farm,0.6 ,"Newly refurbished two bedroom, two bathroom garden flat located adjacent to Primrose Hill and Regents Park. The property benefits from a private garden and private entrance.",Available from 30th Oct 2020,https://www.zoopla.co.uk/to-rent/details/41124667
1625.0,"Royal College Street, London NW1",1.0,1.0,1.0,1 bed flat ,Camden Road,0.0 ,"A beautiful one double bedroom apartment situated in a period build only moments from both Camden and Kentish Town station. This charming apartment benefits from a bright and airy reception, spacious one double bedroom, kitchen with (truncated)",Available from 19th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56048491
1842.0,"Brook Drive, Kennington SE11",2.0,1.0,1.0,2 bed flat ,Lambeth North,0.3 ,"A stunning recently refurbished two double bedroom Victorian conversion flat set on the 1st floor of a period property in Kennington, SE11.",Available immediately,https://www.zoopla.co.uk/to-rent/details/56048489
1350.0,"Liverpool Road, Islington-Angel, London N1",,1.0,1.0,Studio ,Caledonian Road & Barnsbury,0.4 ,"Extremely bright and well-presented top floor studio flat to rent set within a period conversion which has been architecturally designed. The property benefits from wooden flooring throughout, an open plan kitchen, lofty ceilings and plenty of ...",,https://www.zoopla.co.uk/to-rent/details/56048471
1599.0,"Fort Road, Bermondsey SE1",3.0,1.0,1.0,3 bed flat ,Bermondsey,0.7 ,Recently refurbished three bedroom flat located in a small purpose built block in Bermondsey SE1.,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048431
1625.0,"Grove End Gardens, Grove End Road, St. John's Wood, London NW8",1.0,1.0,1.0,1 bed flat ,St. John's Wood,0.2 ,One bedroom apartment on the sixth floor with lifts,,https://www.zoopla.co.uk/to-rent/details/56048429
4498.0,"Viceroy Court, Prince Albert Road, St John's Wood, London NW8",3.0,2.0,2.0,3 bed flat ,St. John's Wood,0.4 ,Three bedroom apartment with views overlooking Regent's Park,,https://www.zoopla.co.uk/to-rent/details/56048424
1950.0,"Rolls Road, Bermondsey SE1",3.0,1.0,1.0,3 bed duplex ,South Bermondsey,0.6 ,An excellent three double bedroom split level flat located off Old Kent Road.,Available from 13th Sep 2020,https://www.zoopla.co.uk/to-rent/details/56048390
2058.0,"Upper Thames Street, London EC4V",2.0,1.0,1.0,2 bed flat ,Mansion House,0.1 ,Well presented 2 bedroom apartment in this popular riverside city development is available to rent in London EC4,Available immediately,https://www.zoopla.co.uk/to-rent/details/56048359
